"521728","2","92311","San Bernardino_CA"
"522751","3","94565","Contra Costa_CA"
"522771","3","94611","Alameda_CA"
"523654","3","92592","Riverside_CA"
"524664","1","90813","Los Angeles_CA"
"525197","4","95621","Sacramento_CA"
"525772","3","90011","Los Angeles_CA"
"526703","3","92544","Riverside_CA"
"527265","4","93263","Kern_CA"
"528880","3","92277","San Bernardino_CA"
"532386","3","93446","San Luis Obispo_CA"
"532460","3","93444","San Luis Obispo_CA"
"536086","1","95010","Santa Cruz_CA"
"539051","3","92606","Orange_CA"
"539080","4","92020","San Diego_CA"
"543285","3","93550","Los Angeles_CA"
"544998","3","92392","San Bernardino_CA"
"545492","3","92315","San Bernardino_CA"
"546930","3","95642","Amador_CA"
"548777","3","95322","Merced_CA"
"550554","3","93291","Tulare_CA"
"552647","3","95959","Nevada_CA"
"553005","4","96097","Siskiyou_CA"
"554491","4","90504","Los Angeles_CA"
"557015","4","91390","Los Angeles_CA"
"557033","2","92066","San Diego_CA"
"559125","2","95966","Butte_CA"
"573919","4","90680","Orange_CA"
"581704","4","95003","Santa Cruz_CA"
"591913","1","93451","San Luis Obispo_CA"
"594627","3","94303","San Mateo_CA"
"596997","4","92591","Riverside_CA"
"597168","4","95403","Sonoma_CA"
"599107","3","95404","Sonoma_CA"
"603940","3","91001","Los Angeles_CA"
"607256","3","95237","San Joaquin_CA"
"610348","2","96161","Nevada_CA"
"615107","1","93720","Fresno_CA"
"626536","2","93230","Kings_CA"
"627953","2","93035","Ventura_CA"
"629395","2","95329","Mariposa_CA"
"635956","2","92313","San Bernardino_CA"
"638138","3","92277","San Bernardino_CA"
"642432","3","91107","Los Angeles_CA"
"644464","3","93636","Madera_CA"
"644646","3","94582","Contra Costa_CA"
"645754","2","93210","Fresno_CA"
"648727","2","93449","San Luis Obispo_CA"
"649066","3","93430","San Luis Obispo_CA"
"651203","3","93420","San Luis Obispo_CA"
"651848","3","93207","Tulare_CA"
"655155","2","92368","San Bernardino_CA"
"670519","2","95476","Sonoma_CA"
"673843","2","95482","Mendocino_CA"
"673936","3","92660","Orange_CA"
"674468","3","94551","Alameda_CA"
"686824","3","95126","Santa Clara_CA"
"689481","2","93527","Kern_CA"
"693195","3","93292","Tulare_CA"
"693480","3","95467","Lake_CA"
"697482","3","94602","Alameda_CA"
"703696","2","94901","Marin_CA"
"707247","3","92236","Riverside_CA"
"713224","4","92027","San Diego_CA"
"714679","2","95472","Sonoma_CA"
"740389","3","93923","Monterey_CA"
"747625","3","93923","Monterey_CA"
"750638","3","95841","Sacramento_CA"
"751854","3","96150","El Dorado_CA"
"760512","3","92105","San Diego_CA"
"762720","4","90813","Los Angeles_CA"
"763969","2","90277","Los Angeles_CA"
"766182","3","92262","Riverside_CA"
"766677","1","96122","Plumas_CA"
"782698","3","95008","Santa Clara_CA"
"792447","4","94591","Solano_CA"
"797528","4","91916","San Diego_CA"
"799596","4","92676","Orange_CA"
"803974","4","93924","Monterey_CA"
"807929","3","94509","Contra Costa_CA"
"810443","1","94901","Marin_CA"
"813619","4","92562","Riverside_CA"
"813621","4","92371","San Bernardino_CA"
"817082","3","93304","Kern_CA"
"823378","3","93555","Kern_CA"
"826535","4","90631","Orange_CA"
"827146","2","95321","Tuolumne_CA"
"830892","4","92315","San Bernardino_CA"
"832849","3","95210","San Joaquin_CA"
"839154","4","95380","Stanislaus_CA"
"843723","1","92274","Imperial_CA"
"846433","3","95035","Santa Clara_CA"
"859702","4","95977","Nevada_CA"
"862220","3","93546","Mono_CA"
"863807","3","94571","Solano_CA"
"866220","4","91104","Los Angeles_CA"
"869707","3","93638","Madera_CA"
"897867","3","92071","San Diego_CA"
"900708","3","92120","San Diego_CA"
"904287","4","95337","San Joaquin_CA"
"905690","2","95441","Sonoma_CA"
"911052","4","90260","Los Angeles_CA"
"917286","3","95726","El Dorado_CA"
"928632","3","93245","Kings_CA"
"941270","3","90806","Los Angeles_CA"
"947571","4","95612","Yolo_CA"
"952197","2","93933","Monterey_CA"
"954523","4","93445","San Luis Obispo_CA"
"955340","3","95501","Humboldt_CA"
"955764","2","96137","Lassen_CA"
"958571","4","92307","San Bernardino_CA"
"959575","3","95949","Nevada_CA"
"961035","3","93451","San Luis Obispo_CA"
"971526","4","92692","Orange_CA"
"973207","3","95531","Del Norte_CA"
"975605","2","95337","San Joaquin_CA"
"977074","4","93277","Tulare_CA"
"982454","4","93619","Fresno_CA"
"987333","3","95403","Sonoma_CA"
"1003287","3","92108","San Diego_CA"
"1005207","2","93313","Kern_CA"
"1015861","4","92648","Orange_CA"
"1020222","4","95959","Nevada_CA"
"1026359","3","93257","Tulare_CA"
"1035109","3","92694","Orange_CA"
"1040636","4","92675","Orange_CA"
"1041877","3","90604","Los Angeles_CA"
"1042162","3","94589","Solano_CA"
"1049500","3","95204","San Joaquin_CA"
"1049508","2","94561","Contra Costa_CA"
"1052641","4","91941","San Diego_CA"
"1054850","4","91335","Los Angeles_CA"
"1056229","4","92284","San Bernardino_CA"
"1056402","4","95210","San Joaquin_CA"
"1065839","4","95822","Sacramento_CA"
"1068168","4","48341","San Joaquin_CA"
"1079582","1","93203","Kern_CA"
"1079724","4","95301","Merced_CA"
"1081828","4","91103","Los Angeles_CA"
"1107759","4","95060","Santa Cruz_CA"
"1110884","4","92262","Riverside_CA"
"1111075","3","93636","Madera_CA"
"1121926","4","92308","San Bernardino_CA"
"1129399","3","95356","Stanislaus_CA"
"1149550","3","94606","Alameda_CA"
"1160497","3","91790","Los Angeles_CA"
"1161126","4","93604","Madera_CA"
"1162918","3","93245","Kings_CA"
"1186594","2","93953","Monterey_CA"
